captain_id,signup_ts,city,vehicle_type,acquisition_channel,signup_zone_id,device_tier,app_language,age_band
CPT104522,19-05-2026 21:59,Hyderabad,Cab,organic_app,HYD-Z15,high,te,35-44
CPT116459,20-05-2026 06:02,Bangalore,Auto,fos_field,BAN-Z06,low,mr,25-34
CPT113411,20-05-2026 06:10,Pune,Cab,referral,PUN-Z23,mid,hi,45+
CPT106831,20-05-2026 06:14,Bangalore,Auto,referral,BAN-Z16,mid,te,45+
CPT101907,20-05-2026 06:17,Hyderabad,Cab,referral,HYD-Z07,high,hi,25-34
CPT106948,20-05-2026 06:22,Hyderabad,Cab,referral,HYD-Z18,low,te,18-24
CPT100737,20-05-2026 06:25,Hyderabad,Cab,referral,HYD-Z10,low,kn,25-34
CPT110296,20-05-2026 06:34,Bangalore,Cab,referral,BAN-Z22,low,hi,25-34
CPT100140,20-05-2026 06:39,Hyderabad,Auto,paid_digital,HYD-Z03,low,kn,25-34
CPT124411,20-05-2026 06:40,Bangalore,Cab,fos_field,BAN-Z16,mid,te,25-34
CPT115296,20-05-2026 06:54,Pune,Auto,organic_app,PUN-Z13,low,hi,18-24
CPT110352,20-05-2026 06:55,Delhi,Auto,fos_field,DEL-Z12,low,hi,45+
CPT102707,20-05-2026 07:12,Hyderabad,Auto,referral,HYD-Z10,low,mr,25-34
CPT102465,20-05-2026 07:17,Bangalore,Cab,organic_app,BAN-Z11,low,mr,25-34
CPT115156,20-05-2026 07:20,Pune,Cab,organic_app,PUN-Z22,low,hi,35-44
CPT124956,20-05-2026 07:22,Delhi,Cab,organic_app,DEL-Z22,mid,en,45+
CPT114937,20-05-2026 07:25,Delhi,Cab,paid_digital,DEL-Z04,high,mr,35-44
CPT121843,20-05-2026 07:27,Delhi,ERickshaw,paid_digital,DEL-Z03,mid,mr,45+
CPT121417,20-05-2026 07:38,Delhi,ERickshaw,paid_digital,DEL-Z08,low,hi,25-34
CPT108687,20-05-2026 07:42,Pune,Auto,organic_app,PUN-Z19,high,en,25-34
CPT105578,20-05-2026 07:56,Pune,ERickshaw,referral,PUN-Z08,mid,hi,45+
CPT113224,20-05-2026 08:01,Delhi,Cab,paid_digital,DEL-Z11,mid,hi,35-44
CPT102704,20-05-2026 08:07,Bangalore,Cab,gc_telecalling,BAN-Z22,low,te,25-34
CPT111513,20-05-2026 08:21,Delhi,Cab,referral,DEL-Z14,low,te,25-34
CPT114782,20-05-2026 08:28,Pune,Cab,referral,PUN-Z02,low,hi,35-44
CPT119992,20-05-2026 08:34,Hyderabad,Cab,organic_app,HYD-Z15,mid,hi,25-34
CPT119637,20-05-2026 09:05,Hyderabad,Cab,organic_app,HYD-Z13,low,mr,18-24
CPT108236,20-05-2026 09:18,Hyderabad,Cab,referral,HYD-Z02,mid,mr,18-24
CPT105614,20-05-2026 09:32,Pune,Auto,fos_field,PUN-Z19,low,kn,18-24
CPT118813,20-05-2026 09:32,Pune,Cab,organic_app,PUN-Z22,mid,hi,35-44
CPT115261,20-05-2026 09:34,Delhi,Auto,organic_app,DEL-Z11,mid,en,25-34
CPT119098,20-05-2026 09:35,Delhi,ERickshaw,fos_field,DEL-Z10,high,hi,18-24
CPT101320,20-05-2026 09:40,Bangalore,ERickshaw,referral,BAN-Z21,low,kn,25-34
CPT118995,20-05-2026 09:40,Delhi,Auto,organic_app,DEL-Z21,low,en,35-44
CPT101487,20-05-2026 09:46,Delhi,Cab,organic_app,DEL-Z18,low,mr,35-44
CPT123759,20-05-2026 09:58,Delhi,Cab,referral,DEL-Z13,mid,mr,25-34
CPT110039,20-05-2026 10:01,Delhi,Auto,referral,DEL-Z06,mid,hi,35-44
CPT107064,20-05-2026 10:01,Hyderabad,Auto,referral,HYD-Z16,mid,kn,35-44
CPT108807,20-05-2026 10:07,Pune,ERickshaw,fos_field,PUN-Z15,high,hi,35-44
CPT122381,20-05-2026 10:11,Hyderabad,Auto,fos_field,HYD-Z21,mid,kn,25-34
CPT116740,20-05-2026 10:14,Delhi,Auto,fos_field,DEL-Z24,low,kn,45+
CPT102113,20-05-2026 10:20,Delhi,Cab,gc_telecalling,DEL-Z10,mid,kn,25-34
CPT102273,20-05-2026 10:23,Bangalore,Auto,paid_digital,BAN-Z16,high,hi,25-34
CPT109090,20-05-2026 10:26,Bangalore,Cab,paid_digital,BAN-Z03,low,mr,18-24
CPT101410,20-05-2026 10:30,Pune,Auto,referral,PUN-Z21,mid,en,18-24
CPT118660,20-05-2026 10:52,Pune,Auto,fos_field,PUN-Z18,high,mr,25-34
CPT123622,20-05-2026 10:53,Delhi,Cab,referral,DEL-Z24,low,hi,35-44
CPT102077,20-05-2026 10:54,Pune,ERickshaw,referral,PUN-Z24,low,kn,25-34
CPT108288,20-05-2026 10:58,Hyderabad,Auto,organic_app,HYD-Z24,mid,te,18-24
CPT117012,20-05-2026 10:59,Hyderabad,Cab,fos_field,HYD-Z02,low,hi,25-34
CPT116603,20-05-2026 11:00,Hyderabad,Cab,organic_app,HYD-Z04,high,te,25-34
CPT123950,20-05-2026 11:07,Pune,Cab,gc_telecalling,PUN-Z01,mid,kn,45+
CPT110659,20-05-2026 11:11,Bangalore,Cab,organic_app,BAN-Z15,low,mr,25-34
CPT117893,20-05-2026 11:15,Delhi,ERickshaw,referral,DEL-Z21,low,kn,18-24
CPT117704,20-05-2026 11:17,Pune,Cab,referral,PUN-Z10,mid,en,18-24
CPT116916,20-05-2026 11:49,Delhi,Auto,referral,DEL-Z18,low,en,45+
CPT101938,20-05-2026 11:50,Bangalore,Cab,paid_digital,BAN-Z24,high,te,35-44
CPT121165,20-05-2026 11:50,Delhi,Cab,organic_app,DEL-Z16,high,kn,35-44
CPT110539,20-05-2026 12:09,Hyderabad,Cab,organic_app,HYD-Z22,low,kn,45+
CPT113583,20-05-2026 12:10,Hyderabad,Auto,organic_app,HYD-Z17,mid,mr,35-44
CPT107458,20-05-2026 12:28,Pune,Auto,organic_app,PUN-Z17,high,te,25-34
CPT116682,20-05-2026 12:34,Bangalore,Auto,fos_field,BAN-Z14,low,te,45+
CPT107567,20-05-2026 12:35,Hyderabad,Cab,fos_field,HYD-Z01,mid,kn,35-44
CPT106202,20-05-2026 12:55,Bangalore,Auto,fos_field,BAN-Z02,mid,hi,25-34
CPT110692,20-05-2026 12:56,Pune,Auto,fos_field,PUN-Z18,mid,hi,18-24
CPT109567,20-05-2026 13:02,Pune,Auto,referral,PUN-Z02,mid,te,25-34
CPT104592,20-05-2026 13:03,Bangalore,Auto,paid_digital,BAN-Z01,mid,hi,35-44
CPT112491,20-05-2026 13:06,Bangalore,Cab,referral,BAN-Z24,high,kn,35-44
CPT102100,20-05-2026 13:20,Bangalore,Auto,fos_field,BAN-Z19,mid,en,45+
CPT110640,20-05-2026 13:23,Hyderabad,Auto,paid_digital,HYD-Z02,high,en,45+
CPT121317,20-05-2026 13:28,Pune,Cab,referral,PUN-Z08,high,hi,25-34
CPT124136,20-05-2026 13:28,Hyderabad,Auto,gc_telecalling,HYD-Z22,low,mr,45+
CPT115572,20-05-2026 13:39,Bangalore,Cab,referral,BAN-Z23,mid,mr,35-44
CPT124279,20-05-2026 13:41,Hyderabad,Auto,paid_digital,HYD-Z18,low,te,35-44
CPT112033,20-05-2026 13:46,Bangalore,ERickshaw,organic_app,BAN-Z16,mid,te,35-44
CPT107991,20-05-2026 13:51,Pune,Auto,referral,PUN-Z06,mid,mr,25-34
CPT120699,20-05-2026 13:52,Delhi,ERickshaw,paid_digital,DEL-Z22,mid,te,18-24
CPT112955,20-05-2026 13:53,Delhi,ERickshaw,paid_digital,DEL-Z16,high,mr,35-44
CPT124959,20-05-2026 14:01,Delhi,ERickshaw,gc_telecalling,DEL-Z12,low,kn,35-44
CPT115465,20-05-2026 14:01,Bangalore,Cab,organic_app,BAN-Z16,high,mr,18-24
CPT106806,20-05-2026 14:03,Hyderabad,Cab,referral,HYD-Z01,mid,en,18-24
CPT117934,20-05-2026 14:08,Bangalore,Auto,organic_app,BAN-Z24,low,hi,18-24
CPT100458,20-05-2026 14:11,Hyderabad,Auto,organic_app,HYD-Z11,mid,mr,25-34
CPT110141,20-05-2026 14:14,Pune,Auto,referral,PUN-Z15,low,mr,35-44
CPT112969,20-05-2026 14:19,Bangalore,Cab,referral,BAN-Z02,low,te,25-34
CPT117183,20-05-2026 14:31,Pune,ERickshaw,fos_field,PUN-Z18,low,mr,25-34
CPT120785,20-05-2026 14:33,Pune,Auto,organic_app,PUN-Z02,low,kn,25-34
CPT117178,20-05-2026 14:36,Hyderabad,ERickshaw,organic_app,HYD-Z01,low,te,35-44
CPT124681,20-05-2026 14:38,Bangalore,Auto,referral,BAN-Z17,high,hi,35-44
CPT101397,20-05-2026 14:42,Pune,Auto,referral,PUN-Z15,mid,mr,45+
CPT118674,20-05-2026 14:46,Hyderabad,Auto,gc_telecalling,HYD-Z09,low,mr,45+
CPT120789,20-05-2026 14:56,Bangalore,Cab,gc_telecalling,BAN-Z13,low,hi,25-34
CPT113152,20-05-2026 14:57,Bangalore,Cab,organic_app,BAN-Z06,mid,en,18-24
CPT114773,20-05-2026 14:59,Delhi,Auto,fos_field,DEL-Z05,mid,mr,35-44
CPT118124,20-05-2026 15:01,Hyderabad,Cab,paid_digital,HYD-Z21,low,te,35-44
CPT119762,20-05-2026 15:05,Pune,Auto,organic_app,PUN-Z13,mid,en,45+
CPT110986,20-05-2026 15:12,Bangalore,Auto,organic_app,BAN-Z22,mid,mr,18-24
CPT114105,20-05-2026 15:19,Hyderabad,Cab,organic_app,HYD-Z15,low,te,25-34
CPT103357,20-05-2026 15:20,Pune,Cab,organic_app,PUN-Z14,high,te,35-44
CPT119208,20-05-2026 15:27,Delhi,Auto,referral,DEL-Z18,mid,hi,25-34
CPT116300,20-05-2026 15:29,Delhi,ERickshaw,referral,DEL-Z15,low,te,45+
CPT111626,20-05-2026 15:31,Bangalore,Auto,organic_app,BAN-Z07,low,kn,18-24
CPT119995,20-05-2026 15:36,Bangalore,Cab,gc_telecalling,BAN-Z24,low,hi,25-34
CPT117189,20-05-2026 15:39,Bangalore,Auto,gc_telecalling,BAN-Z14,low,en,25-34
CPT112353,20-05-2026 15:47,Pune,Auto,paid_digital,PUN-Z12,high,en,25-34
CPT107868,20-05-2026 15:47,Bangalore,Cab,paid_digital,BAN-Z16,high,kn,45+
CPT113508,20-05-2026 15:52,Hyderabad,Cab,organic_app,HYD-Z09,mid,hi,18-24
CPT107066,20-05-2026 15:52,Pune,ERickshaw,organic_app,PUN-Z21,mid,en,45+
CPT103339,20-05-2026 15:57,Hyderabad,Cab,paid_digital,HYD-Z13,low,en,25-34
CPT116302,20-05-2026 15:58,Pune,Auto,fos_field,PUN-Z18,low,te,18-24
CPT114014,20-05-2026 16:03,Delhi,ERickshaw,referral,DEL-Z11,low,mr,35-44
CPT123136,20-05-2026 16:10,Delhi,ERickshaw,organic_app,DEL-Z24,low,te,18-24
CPT123789,20-05-2026 16:10,Pune,Auto,organic_app,PUN-Z20,mid,kn,25-34
CPT109953,20-05-2026 16:14,Hyderabad,Cab,fos_field,HYD-Z04,low,te,35-44
CPT112197,20-05-2026 16:25,Hyderabad,Cab,paid_digital,HYD-Z17,low,kn,18-24
CPT114796,20-05-2026 17:16,Delhi,ERickshaw,referral,DEL-Z01,mid,mr,25-34
CPT108049,20-05-2026 17:24,Hyderabad,Auto,paid_digital,HYD-Z14,high,en,25-34
CPT115403,20-05-2026 17:27,Bangalore,Cab,referral,BAN-Z01,high,mr,25-34
CPT114406,20-05-2026 17:39,Hyderabad,Auto,paid_digital,HYD-Z12,high,en,35-44
CPT107595,20-05-2026 17:50,Hyderabad,Auto,gc_telecalling,HYD-Z22,low,te,35-44
CPT108000,20-05-2026 17:51,Pune,Auto,referral,PUN-Z21,mid,kn,18-24
CPT115171,20-05-2026 17:53,Hyderabad,Cab,organic_app,HYD-Z11,low,te,35-44
CPT122961,20-05-2026 17:58,Hyderabad,Auto,paid_digital,HYD-Z15,high,en,45+
CPT119477,20-05-2026 18:05,Delhi,ERickshaw,gc_telecalling,DEL-Z05,low,kn,25-34
CPT110191,20-05-2026 18:09,Hyderabad,Cab,fos_field,HYD-Z02,high,kn,35-44
CPT101371,20-05-2026 18:09,Pune,Auto,fos_field,PUN-Z01,mid,hi,35-44
CPT121216,20-05-2026 18:21,Hyderabad,Cab,fos_field,HYD-Z21,low,en,25-34
CPT104760,20-05-2026 18:23,Delhi,ERickshaw,organic_app,DEL-Z12,low,te,45+
CPT107634,20-05-2026 18:26,Pune,Auto,referral,PUN-Z22,low,te,35-44
CPT121459,20-05-2026 18:26,Delhi,Cab,organic_app,DEL-Z06,low,en,25-34
CPT113320,20-05-2026 18:34,Delhi,ERickshaw,organic_app,DEL-Z05,low,mr,35-44
CPT121680,20-05-2026 18:34,Pune,Auto,referral,PUN-Z16,low,hi,35-44
CPT109530,20-05-2026 18:40,Delhi,ERickshaw,paid_digital,DEL-Z05,mid,kn,25-34
CPT104642,20-05-2026 18:57,Bangalore,Auto,fos_field,BAN-Z22,low,hi,35-44
CPT123441,20-05-2026 18:58,Delhi,Auto,paid_digital,DEL-Z05,high,mr,18-24
CPT120928,20-05-2026 19:03,Pune,Auto,organic_app,PUN-Z20,mid,kn,45+
CPT112654,20-05-2026 19:13,Delhi,ERickshaw,referral,DEL-Z14,low,kn,35-44
CPT111645,20-05-2026 19:15,Delhi,Auto,fos_field,DEL-Z15,low,hi,45+
CPT104580,20-05-2026 19:26,Bangalore,Cab,organic_app,BAN-Z08,low,hi,35-44
CPT103505,20-05-2026 19:31,Delhi,ERickshaw,paid_digital,DEL-Z01,low,te,45+
CPT103157,20-05-2026 19:35,Bangalore,ERickshaw,organic_app,BAN-Z08,mid,mr,35-44
CPT111436,20-05-2026 19:54,Delhi,ERickshaw,organic_app,DEL-Z20,mid,en,35-44
CPT105536,20-05-2026 20:06,Pune,Cab,organic_app,PUN-Z02,low,hi,18-24
CPT118337,20-05-2026 20:12,Delhi,Cab,organic_app,DEL-Z01,low,te,25-34
CPT101114,20-05-2026 20:15,Pune,ERickshaw,fos_field,PUN-Z16,mid,en,18-24
CPT116239,20-05-2026 20:22,Pune,Auto,paid_digital,PUN-Z02,high,en,35-44
CPT122105,20-05-2026 20:24,Bangalore,Cab,organic_app,BAN-Z11,high,te,18-24
CPT114313,20-05-2026 20:32,Delhi,Auto,paid_digital,DEL-Z19,low,en,25-34
CPT121431,20-05-2026 20:33,Pune,ERickshaw,fos_field,PUN-Z17,low,en,45+
CPT116254,20-05-2026 20:36,Pune,ERickshaw,organic_app,PUN-Z16,low,mr,18-24
CPT116403,20-05-2026 20:36,Hyderabad,Cab,fos_field,HYD-Z14,low,te,18-24
CPT104619,20-05-2026 20:45,Delhi,Auto,referral,DEL-Z20,low,mr,35-44
CPT117750,20-05-2026 20:50,Pune,Auto,fos_field,PUN-Z12,low,te,25-34
CPT118383,20-05-2026 20:51,Bangalore,ERickshaw,organic_app,BAN-Z13,low,en,25-34
CPT120115,20-05-2026 20:53,Hyderabad,ERickshaw,fos_field,HYD-Z21,high,mr,45+
CPT116017,20-05-2026 20:54,Bangalore,Cab,fos_field,BAN-Z02,low,hi,35-44
CPT118454,20-05-2026 20:56,Delhi,Auto,fos_field,DEL-Z12,low,hi,18-24
CPT112004,20-05-2026 21:03,Pune,Auto,fos_field,PUN-Z23,low,kn,25-34
CPT107334,20-05-2026 21:05,Delhi,ERickshaw,paid_digital,DEL-Z05,low,kn,35-44
CPT118262,20-05-2026 21:06,Hyderabad,Cab,gc_telecalling,HYD-Z19,low,te,45+
CPT113574,20-05-2026 21:13,Hyderabad,Cab,organic_app,HYD-Z08,low,en,25-34
CPT101953,20-05-2026 21:15,Bangalore,Auto,referral,BAN-Z20,mid,en,35-44
CPT100045,20-05-2026 21:38,Hyderabad,Cab,organic_app,HYD-Z20,mid,en,25-34
CPT105431,20-05-2026 21:40,Delhi,ERickshaw,referral,DEL-Z21,low,en,35-44
CPT106467,20-05-2026 21:47,Hyderabad,Auto,referral,HYD-Z16,mid,kn,45+
CPT122137,20-05-2026 21:48,Hyderabad,Cab,organic_app,HYD-Z19,mid,hi,35-44
CPT120714,20-05-2026 21:50,Hyderabad,Auto,referral,HYD-Z05,low,kn,25-34
CPT110218,20-05-2026 21:53,Pune,Auto,organic_app,PUN-Z19,mid,te,35-44
CPT103369,20-05-2026 21:56,Delhi,Auto,organic_app,DEL-Z13,low,kn,35-44
CPT113747,21-05-2026 06:04,Hyderabad,Cab,organic_app,HYD-Z15,mid,mr,35-44
CPT124070,21-05-2026 06:05,Hyderabad,Cab,organic_app,HYD-Z16,low,en,35-44
CPT102284,21-05-2026 06:08,Hyderabad,Cab,organic_app,HYD-Z06,mid,hi,25-34
CPT111826,21-05-2026 06:14,Delhi,Cab,paid_digital,DEL-Z22,mid,te,18-24
CPT109073,21-05-2026 06:17,Delhi,ERickshaw,referral,DEL-Z22,low,te,35-44
CPT105247,21-05-2026 06:18,Delhi,ERickshaw,organic_app,DEL-Z06,low,kn,45+
CPT107917,21-05-2026 06:21,Pune,Auto,paid_digital,PUN-Z12,low,en,18-24
CPT121886,21-05-2026 06:23,Hyderabad,Cab,organic_app,HYD-Z16,low,kn,18-24
CPT114878,21-05-2026 06:31,Bangalore,Cab,paid_digital,BAN-Z04,mid,en,35-44
CPT124857,21-05-2026 06:40,Hyderabad,Auto,paid_digital,HYD-Z13,high,en,25-34
CPT116420,21-05-2026 06:41,Hyderabad,ERickshaw,paid_digital,HYD-Z10,low,mr,18-24
CPT120948,21-05-2026 06:45,Bangalore,Cab,paid_digital,BAN-Z03,low,te,18-24
CPT109456,21-05-2026 06:49,Pune,Auto,paid_digital,PUN-Z04,low,en,35-44
CPT103090,21-05-2026 06:54,Bangalore,Cab,referral,BAN-Z24,mid,en,25-34
CPT115117,21-05-2026 06:54,Delhi,ERickshaw,gc_telecalling,DEL-Z01,high,te,18-24
CPT113559,21-05-2026 06:56,Pune,ERickshaw,organic_app,PUN-Z19,low,en,25-34
CPT114097,21-05-2026 06:57,Bangalore,ERickshaw,organic_app,BAN-Z11,mid,mr,25-34
CPT106346,21-05-2026 07:04,Hyderabad,Auto,organic_app,HYD-Z02,mid,hi,25-34
CPT115407,21-05-2026 07:05,Hyderabad,Auto,fos_field,HYD-Z17,mid,mr,25-34
CPT100257,21-05-2026 07:17,Delhi,Cab,fos_field,DEL-Z08,mid,te,25-34
CPT122839,21-05-2026 07:17,Delhi,Cab,referral,DEL-Z15,low,mr,18-24
CPT114700,21-05-2026 07:19,Bangalore,Auto,fos_field,BAN-Z18,low,hi,25-34
CPT122030,21-05-2026 07:22,Delhi,Cab,paid_digital,DEL-Z18,low,kn,35-44
CPT110213,21-05-2026 07:23,Hyderabad,Cab,organic_app,HYD-Z08,low,te,25-34
CPT107466,21-05-2026 07:26,Hyderabad,ERickshaw,referral,HYD-Z02,mid,te,25-34
CPT124205,21-05-2026 07:28,Hyderabad,Cab,organic_app,HYD-Z07,high,hi,35-44
CPT110204,21-05-2026 07:33,Delhi,ERickshaw,organic_app,DEL-Z15,low,en,35-44
CPT110158,21-05-2026 07:39,Hyderabad,Cab,organic_app,HYD-Z08,low,te,35-44
CPT101108,21-05-2026 07:41,Pune,Auto,fos_field,PUN-Z21,low,hi,35-44
CPT103741,21-05-2026 07:44,Delhi,Auto,referral,DEL-Z21,high,mr,35-44
CPT120709,21-05-2026 07:50,Bangalore,Auto,organic_app,BAN-Z12,mid,kn,35-44
CPT114432,21-05-2026 07:53,Bangalore,Cab,fos_field,BAN-Z01,low,te,25-34
CPT104774,21-05-2026 07:56,Hyderabad,ERickshaw,organic_app,HYD-Z15,mid,mr,18-24
CPT100742,21-05-2026 07:57,Delhi,Auto,referral,DEL-Z22,low,te,25-34
CPT100544,21-05-2026 08:00,Delhi,ERickshaw,organic_app,DEL-Z18,mid,en,45+
CPT116532,21-05-2026 08:05,Hyderabad,Auto,referral,HYD-Z02,mid,te,35-44
CPT107416,21-05-2026 08:05,Pune,ERickshaw,referral,PUN-Z11,low,te,18-24
CPT103173,21-05-2026 08:07,Pune,ERickshaw,organic_app,PUN-Z18,low,kn,25-34
CPT122693,21-05-2026 08:11,Pune,Cab,referral,PUN-Z20,mid,mr,18-24
CPT101851,21-05-2026 08:11,Bangalore,Cab,organic_app,BAN-Z11,low,mr,45+
CPT114676,21-05-2026 08:19,Delhi,ERickshaw,referral,DEL-Z05,mid,en,35-44
CPT112878,21-05-2026 08:32,Delhi,ERickshaw,organic_app,DEL-Z23,mid,mr,18-24
CPT114853,21-05-2026 08:47,Hyderabad,Cab,organic_app,HYD-Z20,low,te,25-34
CPT119309,21-05-2026 08:54,Delhi,Auto,organic_app,DEL-Z19,mid,hi,25-34
CPT112253,21-05-2026 09:03,Hyderabad,Auto,paid_digital,HYD-Z07,mid,te,35-44
CPT124235,21-05-2026 09:06,Hyderabad,Auto,fos_field,HYD-Z12,high,kn,45+
CPT124022,21-05-2026 09:08,Bangalore,Auto,gc_telecalling,BAN-Z11,low,mr,35-44
CPT114622,21-05-2026 09:08,Delhi,Cab,referral,DEL-Z23,low,te,18-24
CPT107136,21-05-2026 09:18,Hyderabad,Auto,referral,HYD-Z18,mid,hi,35-44
CPT112606,21-05-2026 09:20,Delhi,ERickshaw,gc_telecalling,DEL-Z02,low,en,35-44
CPT117441,21-05-2026 09:46,Pune,Auto,fos_field,PUN-Z20,low,en,25-34
CPT112738,21-05-2026 09:57,Delhi,Cab,referral,DEL-Z21,low,en,25-34
CPT102381,21-05-2026 10:05,Pune,Auto,referral,PUN-Z21,low,kn,18-24
CPT100446,21-05-2026 10:08,Delhi,ERickshaw,fos_field,DEL-Z11,low,en,45+
CPT122541,21-05-2026 10:16,Pune,Cab,referral,PUN-Z12,mid,kn,25-34
CPT107417,21-05-2026 10:20,Bangalore,Auto,paid_digital,BAN-Z21,low,te,25-34
CPT107747,21-05-2026 10:20,Hyderabad,Auto,organic_app,HYD-Z03,mid,te,25-34
CPT119632,21-05-2026 10:25,Delhi,ERickshaw,organic_app,DEL-Z06,mid,hi,35-44
CPT112240,21-05-2026 10:31,Delhi,Auto,referral,DEL-Z17,low,mr,25-34
CPT109842,21-05-2026 10:34,Bangalore,Cab,organic_app,BAN-Z12,low,kn,45+
CPT121887,21-05-2026 10:49,Delhi,ERickshaw,organic_app,DEL-Z24,high,en,35-44
CPT105192,21-05-2026 10:54,Hyderabad,Cab,organic_app,HYD-Z16,mid,te,25-34
CPT105525,21-05-2026 11:00,Bangalore,ERickshaw,paid_digital,BAN-Z23,mid,hi,18-24
CPT102129,21-05-2026 11:02,Hyderabad,Auto,fos_field,HYD-Z24,low,kn,35-44
CPT113685,21-05-2026 11:04,Hyderabad,Auto,fos_field,HYD-Z22,low,hi,18-24
CPT115685,21-05-2026 11:12,Pune,Auto,organic_app,PUN-Z11,high,hi,45+
CPT106053,21-05-2026 11:20,Pune,ERickshaw,fos_field,PUN-Z02,mid,te,35-44
CPT107197,21-05-2026 11:26,Bangalore,Auto,fos_field,BAN-Z12,low,te,25-34
CPT112417,21-05-2026 11:27,Pune,Auto,organic_app,PUN-Z08,mid,mr,25-34
CPT100332,21-05-2026 11:29,Hyderabad,Auto,paid_digital,HYD-Z10,low,hi,35-44
CPT115858,21-05-2026 11:45,Pune,ERickshaw,organic_app,PUN-Z21,mid,kn,18-24
CPT114743,21-05-2026 11:49,Pune,Cab,fos_field,PUN-Z17,high,mr,35-44
CPT102172,21-05-2026 11:50,Pune,Auto,organic_app,PUN-Z01,high,en,25-34
CPT100095,21-05-2026 11:56,Delhi,ERickshaw,fos_field,DEL-Z13,low,te,25-34
CPT105989,21-05-2026 11:59,Bangalore,Cab,referral,BAN-Z08,low,en,35-44
CPT105601,21-05-2026 12:10,Pune,Cab,fos_field,PUN-Z01,mid,en,25-34
CPT118693,21-05-2026 12:25,Hyderabad,Auto,fos_field,HYD-Z08,high,te,35-44
CPT108521,21-05-2026 12:31,Delhi,ERickshaw,referral,DEL-Z20,mid,hi,25-34
CPT113952,21-05-2026 12:33,Delhi,Cab,paid_digital,DEL-Z02,mid,mr,25-34
CPT115083,21-05-2026 12:33,Bangalore,Cab,organic_app,BAN-Z24,high,kn,18-24
CPT123877,21-05-2026 12:39,Pune,Cab,referral,PUN-Z05,low,te,18-24
CPT123176,21-05-2026 12:41,Delhi,ERickshaw,organic_app,DEL-Z06,low,en,35-44
CPT115565,21-05-2026 12:49,Delhi,ERickshaw,gc_telecalling,DEL-Z01,mid,en,18-24
CPT123911,21-05-2026 12:51,Hyderabad,ERickshaw,organic_app,HYD-Z09,mid,kn,25-34
CPT106784,21-05-2026 12:52,Bangalore,Auto,fos_field,BAN-Z21,mid,en,45+
CPT124297,21-05-2026 12:53,Hyderabad,Auto,organic_app,HYD-Z09,low,mr,35-44
CPT105144,21-05-2026 13:02,Hyderabad,Cab,paid_digital,HYD-Z17,mid,hi,18-24
CPT116112,21-05-2026 13:15,Pune,Cab,organic_app,PUN-Z20,low,te,18-24
CPT106034,21-05-2026 13:16,Bangalore,Cab,organic_app,BAN-Z19,mid,te,18-24
CPT113432,21-05-2026 13:20,Hyderabad,Auto,referral,HYD-Z03,low,mr,25-34
CPT122314,21-05-2026 13:20,Delhi,Cab,paid_digital,DEL-Z15,mid,kn,25-34
CPT117526,21-05-2026 13:21,Bangalore,Cab,paid_digital,BAN-Z24,mid,te,25-34
CPT106314,21-05-2026 13:23,Pune,Auto,paid_digital,PUN-Z02,low,mr,25-34
CPT102146,21-05-2026 13:25,Hyderabad,ERickshaw,referral,HYD-Z16,mid,kn,35-44
CPT121980,21-05-2026 13:26,Hyderabad,Auto,paid_digital,HYD-Z03,high,mr,25-34
CPT120289,21-05-2026 13:34,Pune,Auto,referral,PUN-Z10,low,mr,25-34
CPT105015,21-05-2026 13:36,Hyderabad,Cab,organic_app,HYD-Z24,mid,kn,35-44
CPT114618,21-05-2026 13:50,Pune,Auto,gc_telecalling,PUN-Z19,mid,kn,18-24
CPT124649,21-05-2026 13:52,Bangalore,Auto,organic_app,BAN-Z09,low,te,25-34
CPT117537,21-05-2026 13:52,Pune,ERickshaw,fos_field,PUN-Z19,low,hi,35-44
CPT121181,21-05-2026 14:03,Delhi,ERickshaw,fos_field,DEL-Z10,low,en,18-24
CPT108982,21-05-2026 14:06,Delhi,Auto,referral,DEL-Z05,mid,en,45+
CPT122951,21-05-2026 14:16,Pune,Auto,organic_app,PUN-Z09,mid,en,35-44
CPT108980,21-05-2026 14:20,Pune,Auto,fos_field,PUN-Z05,low,hi,35-44
CPT107347,21-05-2026 14:29,Delhi,Cab,referral,DEL-Z14,mid,en,35-44
CPT123352,21-05-2026 14:30,Delhi,Auto,fos_field,DEL-Z20,mid,kn,35-44
CPT106866,21-05-2026 14:37,Delhi,Auto,gc_telecalling,DEL-Z09,high,te,18-24
CPT100701,21-05-2026 14:39,Delhi,ERickshaw,organic_app,DEL-Z14,mid,kn,35-44
CPT116808,21-05-2026 14:42,Pune,Auto,paid_digital,PUN-Z20,mid,en,25-34
CPT105841,21-05-2026 14:42,Pune,Auto,paid_digital,PUN-Z11,high,te,35-44
CPT101952,21-05-2026 14:54,Delhi,ERickshaw,paid_digital,DEL-Z21,low,en,45+
CPT100822,21-05-2026 14:59,Hyderabad,Auto,organic_app,HYD-Z13,mid,hi,25-34
CPT116973,21-05-2026 15:01,Hyderabad,Cab,organic_app,HYD-Z11,low,en,18-24
CPT100288,21-05-2026 15:08,Delhi,ERickshaw,organic_app,DEL-Z07,high,kn,25-34
CPT115040,21-05-2026 15:11,Bangalore,Auto,gc_telecalling,BAN-Z04,mid,kn,35-44
CPT122978,21-05-2026 15:19,Pune,Cab,organic_app,PUN-Z22,high,en,45+
